Airline,Origin,Destination,Duration,Total stops,Price,Flight date,Days left until flight,Booking date
Iberia • Operated by Vueling Airlines,BCN,MAN,2h 30m,direct,C$ 188,5/8/2025,31,4/7/2025
Iberia • Operated by Vueling Airlines,BCN,MAN,2h 35m,direct,C$ 209,5/8/2025,31,4/7/2025
British Airways • Operated by Vueling Airlines,BCN,MAN,2h 35m,direct,C$ 231,5/8/2025,31,4/7/2025
"Air Europa, Ryanair",BCN,MAN,4h 25m,1 stop,C$ 125,5/8/2025,31,4/7/2025
"Vueling, Ryanair",BCN,MAN,4h 40m,1 stop,C$ 121,5/8/2025,31,4/7/2025
easyJet,BCN,MAN,7h 05m,1 stop,C$ 92,5/8/2025,31,4/7/2025
KLM,BCN,MAN,5h 00m,1 stop,C$ 143,5/8/2025,31,4/7/2025
"Vueling, T'way Air",BCN,HKG,24h 25m,2 stops,C$ 702,4/8/2025,1,4/7/2025
Air China,BCN,HKG,17h 35m,1 stop,"C$ 1,328",4/8/2025,1,4/7/2025
Air China • Operated by Cathay Pacific,BCN,HKG,16h 55m,1 stop,"C$ 1,381",4/8/2025,1,4/7/2025
Qatar Airways,BCN,HKG,23h 20m,1 stop,"C$ 1,175",4/8/2025,1,4/7/2025
"Vueling, T'way Air",BCN,HKG,25h 55m,2 stops,C$ 737,4/8/2025,1,4/7/2025
"Vueling, China Southern",BCN,HKG,24h 15m,2 stops,C$ 797,4/8/2025,1,4/7/2025
"Wizz Air, Air China",BCN,HKG,20h 30m,2 stops,C$ 975,4/8/2025,1,4/7/2025
"Ryanair, Air China • Operated by Lauda",BCN,HKG,20h 25m,2 stops,C$ 985,4/8/2025,1,4/7/2025
Iberia • Operated by Qatar Airways,BCN,HKG,23h 20m,1 stop,"C$ 1,214",4/8/2025,1,4/7/2025
SWISS,BCN,HKG,14h 40m,1 stop,"C$ 1,814",4/8/2025,1,4/7/2025
Air China,BCN,HKG,18h 55m,1 stop,"C$ 1,328",4/8/2025,1,4/7/2025
"Vueling, SWISS",BCN,HKG,19h 30m,2 stops,"C$ 1,041",4/8/2025,1,4/7/2025
"easyJet, Thai Airways",BCN,HKG,19h 30m,2 stops,"C$ 1,061",4/8/2025,1,4/7/2025
"SWISS, Cathay Pacific",BCN,HKG,15h 25m,1 stop,"C$ 1,787",4/8/2025,1,4/7/2025
"Air China, Cathay Pacific",BCN,HKG,18h 00m,1 stop,"C$ 1,296",4/8/2025,1,4/7/2025
British Airways,BCN,HKG,18h 40m,1 stop,C$ 941,4/9/2025,2,4/7/2025
Multiple Airlines,BCN,HKG,37h 05m,3 stops,C$ 780,4/9/2025,2,4/7/2025
T'way Air,BCN,HKG,20h 15m,1 stop,C$ 947,4/9/2025,2,4/7/2025
British Airways,BCN,HKG,19h 35m,1 stop,C$ 941,4/9/2025,2,4/7/2025
British Airways,BCN,HKG,20h 25m,1 stop,C$ 941,4/9/2025,2,4/7/2025
British Airways,BCN,HKG,17h 05m,1 stop,"C$ 1,229",4/9/2025,2,4/7/2025
Emirates,BCN,HKG,18h 15m,1 stop,"C$ 1,215",4/9/2025,2,4/7/2025
Air China • Operated by Cathay Pacific,BCN,HKG,16h 55m,1 stop,"C$ 1,380",4/9/2025,2,4/7/2025
British Airways,BCN,HKG,23h 00m,1 stop,C$ 941,4/9/2025,2,4/7/2025
"easyJet, Cathay Pacific",BCN,HKG,15h 10m,1 stop,"C$ 1,512",4/9/2025,2,4/7/2025
Emirates,BCN,HKG,17h 00m,1 stop,"C$ 1,502",4/9/2025,2,4/7/2025
Air China,BCN,HKG,17h 35m,1 stop,"C$ 1,430",4/9/2025,2,4/7/2025
"Vueling, Cathay Pacific",BCN,HKG,16h 50m,1 stop,"C$ 1,303",4/9/2025,2,4/7/2025
Qatar Airways,BCN,HKG,23h 20m,1 stop,"C$ 1,109",4/9/2025,2,4/7/2025
"SWISS, Cathay Pacific",BCN,HKG,15h 25m,1 stop,"C$ 1,787",4/9/2025,2,4/7/2025
Air China,BCN,HKG,18h 55m,1 stop,"C$ 1,397",4/9/2025,2,4/7/2025
Cathay Pacific,BCN,HKG,12h 00m,direct,"C$ 1,299",4/10/2025,3,4/7/2025
Multiple Airlines • Operated by Malta Air,BCN,HKG,52h 15m,3 stops,C$ 837,4/10/2025,3,4/7/2025
Air China • Operated by Cathay Pacific,BCN,HKG,16h 55m,1 stop,"C$ 1,375",4/10/2025,3,4/7/2025
British Airways • Operated by BA CityFlyer,BCN,HKG,18h 15m,1 stop,"C$ 1,473",4/10/2025,3,4/7/2025
Air China • Operated by Cathay Pacific,BCN,HKG,19h 40m,1 stop,"C$ 1,384",4/10/2025,3,4/7/2025
Iberia • Operated by Qatar Airways,BCN,HKG,17h 05m,1 stop,"C$ 1,871",4/10/2025,3,4/7/2025
"Lufthansa, Cathay Pacific",BCN,HKG,17h 30m,1 stop,"C$ 1,821",4/10/2025,3,4/7/2025
British Airways,BCN,HKG,18h 25m,1 stop,"C$ 1,704",4/10/2025,3,4/7/2025
KLM,BCN,HKG,16h 05m,1 stop,"C$ 2,118",4/10/2025,3,4/7/2025
"SWISS, Cathay Pacific",BCN,HKG,15h 25m,1 stop,"C$ 2,293",4/10/2025,3,4/7/2025
Iberia • Operated by British Airways,BCN,HKG,18h 25m,1 stop,"C$ 1,769",4/10/2025,3,4/7/2025
Air China,BCN,HKG,17h 35m,1 stop,"C$ 1,961",4/10/2025,3,4/7/2025
Emirates,BCN,HKG,18h 15m,1 stop,"C$ 2,034",4/10/2025,3,4/7/2025
Qatar Airways,BCN,HKG,17h 05m,1 stop,"C$ 2,307",4/10/2025,3,4/7/2025
Air France • Operated by HOP!,BCN,HKG,18h 55m,1 stop,"C$ 1,777",4/10/2025,3,4/7/2025
"Wizz Air, Finnair • Operated by Norra",BCN,HKG,20h 00m,2 stops,"C$ 1,327",4/10/2025,3,4/7/2025
T'way Air,BCN,HKG,20h 15m,1 stop,"C$ 1,030",4/11/2025,4,4/7/2025
Multiple Airlines,BCN,HKG,59h 35m,3 stops,C$ 878,4/11/2025,4,4/7/2025
Air China • Operated by Cathay Pacific,BCN,HKG,16h 55m,1 stop,"C$ 1,655",4/11/2025,4,4/7/2025
"T'way Air, Hong Kong Airlines",BCN,HKG,20h 45m,1 stop,"C$ 1,173",4/11/2025,4,4/7/2025
"T'way Air, Jin Air",BCN,HKG,21h 15m,1 stop,"C$ 1,168",4/11/2025,4,4/7/2025
"T'way Air, Korean Air",BCN,HKG,19h 30m,1 stop,"C$ 1,342",4/11/2025,4,4/7/2025
Multiple Airlines,BCN,HKG,23h 10m,2 stops,"C$ 1,074",4/11/2025,4,4/7/2025
"SWISS, Cathay Pacific",BCN,HKG,15h 25m,1 stop,"C$ 2,293",4/11/2025,4,4/7/2025
"T'way Air, HK Express",BCN,HKG,22h 20m,1 stop,"C$ 1,169",4/11/2025,4,4/7/2025
"Vueling, Cathay Pacific",BCN,HKG,16h 55m,1 stop,"C$ 1,931",4/11/2025,4,4/7/2025
Air China • Operated by Cathay Pacific,BCN,HKG,19h 40m,1 stop,"C$ 1,655",4/11/2025,4,4/7/2025
Multiple Airlines,BCN,HKG,21h 45m,2 stops,"C$ 1,188",4/11/2025,4,4/7/2025
Multiple Airlines,BCN,HKG,22h 15m,2 stops,"C$ 1,156",4/11/2025,4,4/7/2025
Multiple Airlines,BCN,HKG,23h 55m,2 stops,"C$ 1,074",4/11/2025,4,4/7/2025
"T'way Air, Asiana Airlines",BCN,HKG,19h 50m,1 stop,"C$ 1,445",4/11/2025,4,4/7/2025
"British Airways, Cathay Pacific",BCN,HKG,16h 50m,1 stop,"C$ 2,229",4/11/2025,4,4/7/2025
T'way Air,BCN,HKG,20h 15m,1 stop,C$ 929,4/12/2025,5,4/7/2025
Multiple Airlines,BCN,HKG,56h 55m,2 stops,C$ 792,4/12/2025,5,4/7/2025
Cathay Pacific,BCN,HKG,12h 00m,direct,"C$ 1,833",4/12/2025,5,4/7/2025
"T'way Air, Korean Air",BCN,HKG,19h 30m,1 stop,"C$ 1,274",4/12/2025,5,4/7/2025
Air China • Operated by Cathay Pacific,BCN,HKG,16h 55m,1 stop,"C$ 1,654",4/12/2025,5,4/7/2025
"T'way Air, Asiana Airlines",BCN,HKG,19h 50m,1 stop,"C$ 1,343",4/12/2025,5,4/7/2025
Asiana Airlines,BCN,HKG,20h 00m,1 stop,"C$ 1,572",4/12/2025,5,4/7/2025
"T'way Air, Cathay Pacific",BCN,HKG,20h 00m,1 stop,"C$ 1,449",4/12/2025,5,4/7/2025
Air China • Operated by Cathay Pacific,BCN,HKG,19h 40m,1 stop,"C$ 1,655",4/12/2025,5,4/7/2025
Air France • Operated by HOP!,BCN,HKG,17h 25m,1 stop,"C$ 2,118",4/12/2025,5,4/7/2025
"Asiana Airlines, Korean Air",BCN,HKG,19h 40m,1 stop,"C$ 1,693",4/12/2025,5,4/7/2025
Qatar Airways,BCN,HKG,17h 05m,1 stop,"C$ 2,310",4/12/2025,5,4/7/2025
"British Airways, Cathay Pacific",BCN,HKG,16h 35m,1 stop,"C$ 2,229",4/12/2025,5,4/7/2025
"British Airways, Cathay Pacific",BCN,HKG,16h 50m,1 stop,"C$ 2,229",4/12/2025,5,4/7/2025
British Airways,BCN,HKG,18h 55m,1 stop,"C$ 2,045",4/12/2025,5,4/7/2025
Air China,BCN,HKG,17h 35m,1 stop,"C$ 1,988",4/12/2025,5,4/7/2025
Qatar Airways,BCN,HKG,17h 05m,1 stop,"C$ 1,541",4/13/2025,6,4/7/2025
Multiple Airlines,BCN,HKG,48h 15m,2 stops,C$ 792,4/13/2025,6,4/7/2025
Iberia • Operated by Qatar Airways,BCN,HKG,17h 05m,1 stop,"C$ 1,591",4/13/2025,6,4/7/2025
Multiple Airlines,BCN,HKG,23h 05m,2 stops,C$ 983,4/13/2025,6,4/7/2025
Air China • Operated by Cathay Pacific,BCN,HKG,16h 55m,1 stop,"C$ 1,661",4/13/2025,6,4/7/2025
Multiple Airlines,BCN,HKG,23h 05m,2 stops,C$ 994,4/13/2025,6,4/7/2025
"easyJet, China Eastern",BCN,HKG,23h 05m,2 stops,"C$ 1,017",4/13/2025,6,4/7/2025
Asiana Airlines,BCN,HKG,20h 00m,1 stop,"C$ 1,572",4/13/2025,6,4/7/2025
Multiple Airlines,BCN,HKG,23h 30m,2 stops,"C$ 1,003",4/13/2025,6,4/7/2025
Multiple Airlines • Operated by Iberia For Finnair,BCN,HKG,19h 45m,2 stops,"C$ 1,238",4/13/2025,6,4/7/2025
Multiple Airlines,BCN,HKG,20h 15m,2 stops,"C$ 1,200",4/13/2025,6,4/7/2025
"British Airways, Cathay Pacific",BCN,HKG,18h 05m,1 stop,"C$ 1,724",4/13/2025,6,4/7/2025
Multiple Airlines,BCN,HKG,22h 45m,2 stops,"C$ 1,058",4/13/2025,6,4/7/2025
"Asiana Airlines, Hong Kong Airlines",BCN,HKG,20h 55m,1 stop,"C$ 1,567",4/13/2025,6,4/7/2025
Multiple Airlines • Operated by Iberia For Finnair,BCN,HKG,19h 25m,2 stops,"C$ 1,313",4/13/2025,6,4/7/2025
Multiple Airlines,BCN,HKG,19h 45m,2 stops,"C$ 1,285",4/13/2025,6,4/7/2025
T'way Air,BCN,HKG,20h 15m,1 stop,C$ 624,4/14/2025,7,4/7/2025
Cathay Pacific,BCN,HKG,12h 00m,direct,"C$ 1,299",4/14/2025,7,4/7/2025
Emirates,BCN,HKG,18h 15m,1 stop,"C$ 1,215",4/14/2025,7,4/7/2025
"T'way Air, Korean Air",BCN,HKG,19h 30m,1 stop,C$ 956,4/14/2025,7,4/7/2025
"T'way Air, Asiana Airlines",BCN,HKG,19h 50m,1 stop,C$ 956,4/14/2025,7,4/7/2025
Qatar Airways,BCN,HKG,16h 35m,1 stop,"C$ 1,352",4/14/2025,7,4/7/2025
Iberia • Operated by Qatar Airways,BCN,HKG,16h 35m,1 stop,"C$ 1,400",4/14/2025,7,4/7/2025
Qatar Airways,BCN,HKG,17h 05m,1 stop,"C$ 1,352",4/14/2025,7,4/7/2025
Iberia • Operated by Qatar Airways,BCN,HKG,17h 05m,1 stop,"C$ 1,400",4/14/2025,7,4/7/2025
"T'way Air, Cathay Pacific",BCN,HKG,20h 00m,1 stop,"C$ 1,042",4/14/2025,7,4/7/2025
"Vueling, Cathay Pacific",BCN,HKG,16h 50m,1 stop,"C$ 1,303",4/14/2025,7,4/7/2025
"Iberia, British Airways • Operated by British Airways",BCN,HKG,18h 25m,1 stop,"C$ 1,338",4/14/2025,7,4/7/2025
Air China,BCN,HKG,17h 35m,1 stop,"C$ 1,426",4/14/2025,7,4/7/2025
"SWISS, Cathay Pacific",BCN,HKG,15h 25m,1 stop,"C$ 1,701",4/14/2025,7,4/7/2025
Iberia • Operated by British Airways,BCN,HKG,18h 25m,1 stop,"C$ 1,359",4/14/2025,7,4/7/2025
British Airways,BCN,HKG,18h 25m,1 stop,C$ 941,4/15/2025,8,4/7/2025
Finnair • Operated by Iberia For Finnair,BCN,HKG,25h 35m,1 stop,C$ 759,4/15/2025,8,4/7/2025
British Airways • Operated by BA CityFlyer,BCN,HKG,18h 15m,1 stop,"C$ 1,001",4/15/2025,8,4/7/2025
Emirates,BCN,HKG,17h 00m,1 stop,"C$ 1,215",4/15/2025,8,4/7/2025
British Airways,BCN,HKG,20h 40m,1 stop,C$ 941,4/15/2025,8,4/7/2025
Emirates,BCN,HKG,18h 15m,1 stop,"C$ 1,096",4/15/2025,8,4/7/2025
Air China,BCN,HKG,17h 35m,1 stop,"C$ 1,243",4/15/2025,8,4/7/2025
Air China • Operated by Cathay Pacific,BCN,HKG,16h 55m,1 stop,"C$ 1,300",4/15/2025,8,4/7/2025
SWISS,BCN,HKG,14h 40m,1 stop,"C$ 1,502",4/15/2025,8,4/7/2025
Qatar Airways,BCN,HKG,16h 35m,1 stop,"C$ 1,352",4/15/2025,8,4/7/2025
British Airways,BCN,HKG,21h 40m,1 stop,C$ 941,4/15/2025,8,4/7/2025
Iberia • Operated by Qatar Airways,BCN,HKG,16h 35m,1 stop,"C$ 1,400",4/15/2025,8,4/7/2025
Air China,BCN,HKG,18h 55m,1 stop,"C$ 1,243",4/15/2025,8,4/7/2025
"Iberia, British Airways • Operated by British Airways",BCN,HKG,18h 25m,1 stop,"C$ 1,332",4/15/2025,8,4/7/2025
British Airways,BCN,HKG,23h 15m,1 stop,C$ 941,4/15/2025,8,4/7/2025
British Airways,BCN,HKG,17h 05m,1 stop,C$ 941,4/16/2025,9,4/7/2025
"Multiple Airlines • Operated by Shanghai Airlines, Malta Air",BCN,HKG,38h 25m,3 stops,C$ 637,4/16/2025,9,4/7/2025
Emirates,BCN,HKG,18h 15m,1 stop,C$ 933,4/16/2025,9,4/7/2025
Air China,BCN,HKG,17h 35m,1 stop,C$ 966,4/16/2025,9,4/7/2025
Shenzhen Airlines,BCN,HKG,24h 40m,2 stops,C$ 691,4/16/2025,9,4/7/2025
British Airways,BCN,HKG,18h 40m,1 stop,C$ 941,4/16/2025,9,4/7/2025
Iberia • Operated by Cathay Pacific,BCN,HKG,15h 10m,1 stop,"C$ 1,256",4/16/2025,9,4/7/2025
"T'way Air, Hong Kong Airlines",BCN,HKG,20h 45m,1 stop,C$ 826,4/16/2025,9,4/7/2025
"T'way Air, HK Express",BCN,HKG,22h 20m,1 stop,C$ 790,4/16/2025,9,4/7/2025
Air China,BCN,HKG,18h 55m,1 stop,C$ 966,4/16/2025,9,4/7/2025
Iberia • Operated by Cathay Pacific,BCN,HKG,15h 40m,1 stop,"C$ 1,256",4/16/2025,9,4/7/2025
"Vueling, China Southern",BCN,HKG,24h 15m,2 stops,C$ 712,4/16/2025,9,4/7/2025
"ITA Airways, China Airlines",BCN,HKG,20h 55m,2 stops,C$ 885,4/16/2025,9,4/7/2025
"Air China, Hong Kong Airlines",BCN,HKG,18h 55m,1 stop,C$ 946,4/16/2025,9,4/7/2025
"T'way Air, Korean Air",BCN,HKG,19h 30m,1 stop,C$ 945,4/16/2025,9,4/7/2025
T'way Air,BCN,HKG,20h 15m,1 stop,"C$ 1,018",4/16/2025,9,4/7/2025
Cathay Pacific,BCN,HKG,12h 00m,direct,"C$ 1,198",4/17/2025,10,4/7/2025
Multiple Airlines,BCN,HKG,30h 05m,3 stops,C$ 662,4/17/2025,10,4/7/2025
"Air China, Cathay Pacific",BCN,HKG,16h 55m,1 stop,C$ 978,4/17/2025,10,4/7/2025
Emirates,BCN,HKG,18h 15m,1 stop,"C$ 1,023",4/17/2025,10,4/7/2025
Air China,BCN,HKG,17h 35m,1 stop,C$ 978,4/17/2025,10,4/7/2025
"Air China, Hong Kong Airlines",BCN,HKG,18h 55m,1 stop,C$ 946,4/17/2025,10,4/7/2025
"Air China, Hong Kong Airlines",BCN,HKG,17h 20m,1 stop,"C$ 1,029",4/17/2025,10,4/7/2025
"Air China, China Eastern",BCN,HKG,17h 20m,1 stop,"C$ 1,051",4/17/2025,10,4/7/2025
Air China,BCN,HKG,18h 55m,1 stop,C$ 978,4/17/2025,10,4/7/2025
Air China • Operated by Cathay Pacific,BCN,HKG,16h 55m,1 stop,"C$ 1,292",4/17/2025,10,4/7/2025
Turkish Airlines,BCN,HKG,16h 45m,1 stop,"C$ 1,329",4/17/2025,10,4/7/2025
Emirates,BCN,HKG,17h 00m,1 stop,"C$ 1,353",4/17/2025,10,4/7/2025
"Air China, Cathay Pacific",BCN,HKG,19h 40m,1 stop,C$ 978,4/17/2025,10,4/7/2025
"Air China, China Eastern",BCN,HKG,18h 15m,1 stop,"C$ 1,031",4/17/2025,10,4/7/2025
"Air China, Cathay Pacific",BCN,HKG,18h 00m,1 stop,"C$ 1,115",4/17/2025,10,4/7/2025
KLM,BCN,HKG,16h 05m,1 stop,"C$ 1,537",4/17/2025,10,4/7/2025
T'way Air,BCN,HKG,20h 15m,1 stop,C$ 668,4/18/2025,11,4/7/2025
"Multiple Airlines • Operated by Shanghai Airlines, Buzz",BCN,HKG,55h 40m,3 stops,C$ 651,4/18/2025,11,4/7/2025
Emirates,BCN,HKG,18h 15m,1 stop,C$ 972,4/18/2025,11,4/7/2025
Emirates,BCN,HKG,17h 00m,1 stop,"C$ 1,117",4/18/2025,11,4/7/2025
Iberia • Operated by Cathay Pacific,BCN,HKG,15h 10m,1 stop,"C$ 1,289",4/18/2025,11,4/7/2025
"T'way Air, Jin Air",BCN,HKG,21h 15m,1 stop,C$ 826,4/18/2025,11,4/7/2025
"T'way Air, Hong Kong Airlines",BCN,HKG,20h 45m,1 stop,C$ 850,4/18/2025,11,4/7/2025
Qatar Airways,BCN,HKG,16h 35m,1 stop,"C$ 1,168",4/18/2025,11,4/7/2025
Qatar Airways,BCN,HKG,17h 05m,1 stop,"C$ 1,163",4/18/2025,11,4/7/2025
Iberia • Operated by Qatar Airways,BCN,HKG,16h 35m,1 stop,"C$ 1,210",4/18/2025,11,4/7/2025
Iberia • Operated by Qatar Airways,BCN,HKG,17h 05m,1 stop,"C$ 1,210",4/18/2025,11,4/7/2025
British Airways,BCN,HKG,16h 40m,1 stop,"C$ 1,229",4/18/2025,11,4/7/2025
"Air China, Cathay Pacific",BCN,HKG,16h 55m,1 stop,"C$ 1,127",4/18/2025,11,4/7/2025
SWISS,BCN,HKG,14h 40m,1 stop,"C$ 1,502",4/18/2025,11,4/7/2025
Air China • Operated by Cathay Pacific,BCN,HKG,16h 55m,1 stop,"C$ 1,292",4/18/2025,11,4/7/2025
Air China,BCN,HKG,17h 35m,1 stop,"C$ 1,122",4/18/2025,11,4/7/2025
Cathay Pacific,BCN,HKG,12h 00m,direct,"C$ 1,307",4/19/2025,12,4/7/2025
Multiple Airlines,BCN,HKG,29h 05m,3 stops,C$ 674,4/19/2025,12,4/7/2025
Air China,BCN,HKG,18h 55m,1 stop,C$ 902,4/19/2025,12,4/7/2025
"Air China, Hong Kong Airlines",BCN,HKG,17h 20m,1 stop,C$ 916,4/19/2025,12,4/7/2025
"Air China, China Eastern",BCN,HKG,17h 20m,1 stop,C$ 946,4/19/2025,12,4/7/2025
Air China,BCN,HKG,17h 35m,1 stop,"C$ 1,069",4/19/2025,12,4/7/2025
Qatar Airways,BCN,HKG,17h 05m,1 stop,"C$ 1,155",4/19/2025,12,4/7/2025
Iberia • Operated by Qatar Airways,BCN,HKG,17h 05m,1 stop,"C$ 1,210",4/19/2025,12,4/7/2025
"Air China, China Eastern • Operated by Shanghai Airlines",BCN,HKG,18h 15m,1 stop,C$ 921,4/19/2025,12,4/7/2025
British Airways,BCN,HKG,16h 35m,1 stop,"C$ 1,236",4/19/2025,12,4/7/2025
Finnair • Operated by Iberia For Finnair,BCN,HKG,25h 35m,1 stop,C$ 897,4/19/2025,12,4/7/2025
"easyJet, China Eastern",BCN,HKG,22h 40m,2 stops,C$ 829,4/19/2025,12,4/7/2025
Qatar Airways,BCN,HKG,16h 35m,1 stop,"C$ 1,346",4/19/2025,12,4/7/2025
Air China,BCN,HKG,26h 55m,1 stop,C$ 908,4/19/2025,12,4/7/2025
Iberia • Operated by Qatar Airways,BCN,HKG,16h 35m,1 stop,"C$ 1,371",4/19/2025,12,4/7/2025
"Vueling, Thai Airways",BCN,HKG,22h 15m,2 stops,C$ 859,4/19/2025,12,4/7/2025
Multiple Airlines,BCN,HKG,22h 20m,2 stops,C$ 698,4/20/2025,13,4/7/2025
"Multiple Airlines • Operated by Shanghai Airlines, Buzz",BCN,HKG,57h 15m,3 stops,C$ 619,4/20/2025,13,4/7/2025
Iberia • Operated by Cathay Pacific,BCN,HKG,17h 55m,1 stop,"C$ 1,256",4/20/2025,13,4/7/2025
Qatar Airways,BCN,HKG,17h 05m,1 stop,"C$ 1,325",4/20/2025,13,4/7/2025
"Etihad Airways, Hong Kong Airlines",BCN,HKG,20h 55m,2 stops,C$ 872,4/20/2025,13,4/7/2025
"Air China, Cathay Pacific",BCN,HKG,16h 55m,1 stop,"C$ 1,257",4/20/2025,13,4/7/2025
Iberia • Operated by Qatar Airways,BCN,HKG,17h 05m,1 stop,"C$ 1,371",4/20/2025,13,4/7/2025
"Etihad Airways, Hong Kong Airlines",BCN,HKG,22h 15m,2 stops,C$ 851,4/20/2025,13,4/7/2025
"Air China, Hong Kong Airlines",BCN,HKG,18h 55m,1 stop,"C$ 1,177",4/20/2025,13,4/7/2025
Air China • Operated by Cathay Pacific,BCN,HKG,16h 55m,1 stop,"C$ 1,374",4/20/2025,13,4/7/2025
"Wizz Air, Air China",BCN,HKG,20h 30m,2 stops,C$ 922,4/20/2025,13,4/7/2025
"Ryanair, Lufthansa • Operated by Brussels Airlines",BCN,HKG,18h 10m,2 stops,"C$ 1,053",4/20/2025,13,4/7/2025
"easyJet, Thai Airways",BCN,HKG,21h 20m,2 stops,C$ 932,4/20/2025,13,4/7/2025
"Etihad Airways, HK Express",BCN,HKG,21h 40m,2 stops,C$ 949,4/20/2025,13,4/7/2025
Air China,BCN,HKG,17h 35m,1 stop,"C$ 1,434",4/20/2025,13,4/7/2025
Emirates,BCN,HKG,18h 15m,1 stop,"C$ 1,502",4/20/2025,13,4/7/2025
Cathay Pacific,BCN,HKG,12h 00m,direct,"C$ 1,299",4/21/2025,14,4/7/2025
"T'way Air, HK Express",BCN,HKG,26h 20m,1 stop,C$ 632,4/21/2025,14,4/7/2025
T'way Air,BCN,HKG,20h 15m,1 stop,C$ 774,4/21/2025,14,4/7/2025
Qatar Airways,BCN,HKG,17h 05m,1 stop,"C$ 1,098",4/21/2025,14,4/7/2025
Iberia • Operated by Qatar Airways,BCN,HKG,17h 05m,1 stop,"C$ 1,139",4/21/2025,14,4/7/2025
Iberia • Operated by Qatar Airways,BCN,HKG,16h 35m,1 stop,"C$ 1,304",4/21/2025,14,4/7/2025
"T'way Air, Asiana Airlines",BCN,HKG,19h 50m,1 stop,C$ 901,4/21/2025,14,4/7/2025
KLM,BCN,HKG,16h 05m,1 stop,"C$ 1,537",4/21/2025,14,4/7/2025
British Airways,BCN,HKG,18h 25m,1 stop,"C$ 1,359",4/21/2025,14,4/7/2025
Singapore Airlines,BCN,HKG,18h 50m,1 stop,"C$ 1,450",4/21/2025,14,4/7/2025
"easyJet, Thai Airways",BCN,HKG,20h 00m,2 stops,"C$ 1,003",4/21/2025,14,4/7/2025
Air China • Operated by Cathay Pacific,BCN,HKG,16h 55m,1 stop,"C$ 1,568",4/21/2025,14,4/7/2025
Emirates,BCN,HKG,18h 15m,1 stop,"C$ 1,502",4/21/2025,14,4/7/2025
Air France,BCN,HKG,17h 25m,1 stop,"C$ 1,537",4/21/2025,14,4/7/2025
Qatar Airways,BCN,HKG,16h 35m,1 stop,"C$ 1,813",4/21/2025,14,4/7/2025
Turkish Airlines,BCN,HKG,16h 45m,1 stop,"C$ 1,809",4/21/2025,14,4/7/2025
Emirates,BCN,HKG,18h 15m,1 stop,C$ 853,4/22/2025,15,4/7/2025
"Vueling, Scoot",BCN,HKG,42h 45m,2 stops,C$ 569,4/22/2025,15,4/7/2025
"Air China, Hong Kong Airlines",BCN,HKG,17h 20m,1 stop,C$ 932,4/22/2025,15,4/7/2025
Multiple Airlines,BCN,HKG,21h 10m,2 stops,C$ 731,4/22/2025,15,4/7/2025
Qatar Airways,BCN,HKG,17h 05m,1 stop,"C$ 1,088",4/22/2025,15,4/7/2025
"Air China, Cathay Pacific",BCN,HKG,16h 55m,1 stop,C$ 982,4/22/2025,15,4/7/2025
British Airways • Operated by BA CityFlyer,BCN,HKG,18h 15m,1 stop,"C$ 1,001",4/22/2025,15,4/7/2025
Multiple Airlines,BCN,HKG,22h 50m,2 stops,C$ 705,4/22/2025,15,4/7/2025
Iberia • Operated by Qatar Airways,BCN,HKG,17h 05m,1 stop,"C$ 1,139",4/22/2025,15,4/7/2025
"Ryanair, Air China • Operated by Lauda",BCN,HKG,20h 25m,2 stops,C$ 780,4/22/2025,15,4/7/2025
Iberia • Operated by Cathay Pacific,BCN,HKG,16h 10m,1 stop,"C$ 1,237",4/22/2025,15,4/7/2025
"Air China, China Eastern",BCN,HKG,18h 15m,1 stop,C$ 980,4/22/2025,15,4/7/2025
"Air China, Cathay Pacific",BCN,HKG,18h 00m,1 stop,C$ 996,4/22/2025,15,4/7/2025
SWISS,BCN,HKG,14h 40m,1 stop,"C$ 1,501",4/22/2025,15,4/7/2025
Air China • Operated by Cathay Pacific,BCN,HKG,16h 55m,1 stop,"C$ 1,292",4/22/2025,15,4/7/2025
"Wizz Air, Air China",BCN,HKG,20h 30m,2 stops,C$ 795,4/22/2025,15,4/7/2025
Turkish Airlines,BCN,HKG,16h 45m,1 stop,C$ 778,4/23/2025,16,4/7/2025
"Vueling, Sichuan Airlines",BCN,HKG,37h 30m,2 stops,C$ 454,4/23/2025,16,4/7/2025
"T'way Air, Hong Kong Airlines",BCN,HKG,20h 45m,1 stop,C$ 678,4/23/2025,16,4/7/2025
Air China,BCN,HKG,17h 35m,1 stop,C$ 872,4/23/2025,16,4/7/2025
Emirates,BCN,HKG,18h 15m,1 stop,C$ 853,4/23/2025,16,4/7/2025
Multiple Airlines,BCN,HKG,23h 50m,2 stops,C$ 638,4/23/2025,16,4/7/2025
"T'way Air, Asiana Airlines",BCN,HKG,19h 50m,1 stop,C$ 737,4/23/2025,16,4/7/2025
"Vueling, China Eastern",BCN,HKG,20h 20m,2 stops,C$ 662,4/23/2025,16,4/7/2025
British Airways,BCN,HKG,17h 05m,1 stop,C$ 941,4/23/2025,16,4/7/2025
Air China,BCN,HKG,18h 55m,1 stop,C$ 872,4/23/2025,16,4/7/2025
T'way Air,BCN,HKG,20h 15m,1 stop,C$ 837,4/23/2025,16,4/7/2025
Turkish Airlines,BCN,HKG,23h 15m,1 stop,C$ 778,4/23/2025,16,4/7/2025
